type_of_accommodation,number_of_rooms,floor,floors,type_of_house,repair,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,district,distnce_metro
Новостройка,3,1,5,Монолитный,Нет,0,1,0,0,1,1,0,6131960,96.45,53.5,12.9,2014,"Москва, ТАО (Троицкий), Первомайское поселение, Горчаково деревня, ул. Школьная, 13к2", ТАО (Троицкий),26.19168593878191
Вторичка,3,5,16,Монолитный,Нет,1,1,1,1,1,0,0,7200000,115.0,65.0,20.4,2011,"Москва, НАО (Новомосковский), Кокошкино дп, ул. Дзержинского, 8", НАО (Новомосковский),26.057781137334448
Вторичка,3,12,16,Монолитный,Нет,2,0,0,0,0,0,1,7300000,115.0,59.0,17.0,2009,"Москва, НАО (Новомосковский), Кокошкино дп, ул. Дзержинского, 6", НАО (Новомосковский),26.22017377720426
Новостройка,3,2,3,Монолитный,Нет,0,1,0,0,1,0,0,4700000,73.94,47.0,9.6,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Эко-район Борисоглебское жилой комплекс", ТАО (Троицкий),50.3979541902189
Вторичка,4,6,18,Монолитный,Нет,0,1,0,0,0,0,1,6400000,101.6,63.8,13.7,2015,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 10", НАО (Новомосковский),5.713803414350907
Новостройка,3,1,5,Монолитный,Нет,0,1,0,0,1,1,0,6349630,99.78,54.1,12.9,2015,"Москва, ТАО (Троицкий), Первомайское поселение, Горчаково деревня, ул. Школьная, 7к4", ТАО (Троицкий),26.013236207089857
Вторичка,2,2,5,Панельный,Нет,0,1,0,0,0,0,1,3000000,47.2,32.9,6.0,1973,"Москва, НАО (Новомосковский), Рязановское поселение, Фабрики имени 1 Мая поселок, Гора микрорайон, 51", НАО (Новомосковский),5.6570848578589406
Вторичка,1,5,9,Кирпичный,Нет,1,0,1,0,0,0,0,3200000,50.4,20.6,13.2,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Новостройка,2,8,8,Монолитный,Нет,0,2,1,1,1,1,0,15106920,237.0,57.0,15.0,2014,"Москва, НАО (Новомосковский), Сосенское поселение, Сосенки деревня, ул. Ясеневая, 5", НАО (Новомосковский),7.190933380348742
Новостройка,3,1,5,Монолитный,Нет,0,1,0,0,1,1,0,6356240,99.78,54.1,12.9,2015,"Москва, ТАО (Троицкий), Первомайское поселение, Горчаково деревня, ул. Школьная, 1к2", ТАО (Троицкий),25.90975714162927
Новостройка,2,4,17,Монолитный,Нет,0,2,1,1,1,0,0,4650000,72.0,42.0,12.0,2018,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня", НАО (Новомосковский),23.568125233554483
Новостройка,2,2,12,Монолитный,Нет,0,1,1,1,1,0,0,3650000,56.0,38.0,13.0,2018,"Москва, НАО (Новомосковский), Филимонковское поселение, Марьино поселок, Жилой комплекс Спортивный квартал", НАО (Новомосковский),17.21529364555224
Новостройка,1,3,8,Монолитный,Нет,1,0,1,1,1,1,0,8992743,48.2,19.9,13.6,2018,"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 7", ЮАО,1.6041569118595367
Вторичка,3,8,8,Монолитный,Нет,0,2,1,1,1,1,0,17813685,272.0,58.0,19.0,2015,"Москва, НАО (Новомосковский), Сосенское поселение, Сосенки деревня, ул. Ясеневая, 5", НАО (Новомосковский),7.190933380348742
Вторичка,3,1,2,Кирпичный,Косметический,0,1,0,0,0,1,0,4000000,62.0,42.8,6.0,1968,"Москва, ТАО (Троицкий), Краснопахорское поселение, Красная Пахра село, 9", ТАО (Троицкий),24.674346217230926
Вторичка,2,4,9,Кирпичный,Косметический,0,1,1,0,0,0,1,4250000,65.0,35.0,15.0,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Вторичка,3,3,4,Блочный,Косметический,1,0,0,0,1,0,0,7900000,120.6,79.0,15.0,1978,"Москва, ТАО (Троицкий), Первомайское поселение, Губцево деревня, ул. Светлая, 60", ТАО (Троицкий),21.763200244690506
Новостройка,1,3,4,Монолитный,Нет,1,0,0,0,1,1,0,2414000,37.2,14.6,9.1,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,3,1,4,Монолитно-кирпичный,Нет,0,1,0,0,1,1,0,6450000,99.78,54.1,13.0,2014,"Москва, ТАО (Троицкий), Первомайское поселение, Птичное поселок, ул. Школьная, 7к2", ТАО (Троицкий),26.017548181141297
Вторичка,2,3,9,Кирпичный,Косметический,0,1,0,0,1,0,0,4250000,65.0,35.0,12.0,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Вторичка,3,3,3,Монолитно-кирпичный,Нет,0,1,0,0,1,0,0,4700000,73.0,47.0,10.0,2017,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, 10Б", ТАО (Троицкий),49.88255153675868
Вторичка,6,3,3,Кирпичный,Дизайнерский,2,2,0,0,1,1,1,17500000,272.0,105.0,28.0,2007,"Москва, ТАО (Троицкий), Троицк, ул. Южная, 11", ТАО (Троицкий),20.88714435212264
Вторичка,2,7,9,Кирпичный,Нет,0,1,1,1,1,1,0,4000000,61.0,25.0,12.4,2013,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 58", ТАО (Троицкий),15.841835216635252
Новостройка,3,2,5,Монолитный,Нет,0,2,1,0,1,1,1,5500000,86.0,47.0,14.0,2018,"Москва, ТАО (Троицкий), Троицк, ул. Промышленная", ТАО (Троицкий),22.76623130035491
Вторичка,3,5,5,Панельный,Косметический,0,1,0,0,1,1,0,4200000,65.0,42.0,10.0,1993,"Москва, ТАО (Троицкий), Рогово поселок, 22", ТАО (Троицкий),52.277550345819776
Новостройка,1,2,4,Монолитный,Нет,1,0,0,0,0,1,1,2294000,35.3,16.2,9.6,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,2,3,3,Кирпичный,Нет,0,1,1,1,0,1,1,4250000,64.0,38.0,14.0,2014,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Джонатана Свифта, 2", ТАО (Троицкий),19.787264400925807
Вторичка,2,14,17,Монолитно-кирпичный,Нет,0,1,1,1,1,1,0,4100000,62.0,38.0,12.0,2017,"Москва, ТАО (Троицкий), Троицк, ул. Городская, 20", ТАО (Троицкий),18.01247645529784
Вторичка,3,2,5,Панельный,Косметический,0,1,0,0,0,0,1,4700000,71.0,43.0,10.0,1992,"Москва, ТАО (Троицкий), Киевский рп, 1А", ТАО (Троицкий),57.37002047253449
Вторичка,3,2,4,Кирпичный,Нет,0,1,0,0,1,1,0,7580000,112.88,69.5,13.0,2014,"Москва, ТАО (Троицкий), Первомайское поселение, Птичное поселок, ул. Школьная, 17", ТАО (Троицкий),26.327157890827245
Вторичка,2,1,5,Панельный,Нет,0,1,0,0,1,0,0,3500000,53.0,38.0,9.0,1983,"Москва, ТАО (Троицкий), Кленовское поселение, Кленово село, ул. Центральная, 7", ТАО (Троицкий),27.586019358949684
Новостройка,1,2,3,Монолитный,Нет,1,0,0,0,0,0,0,2300000,34.8,18.0,10.8,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Эко-район Борисоглебское жилой комплекс", ТАО (Троицкий),50.3979541902189
Вторичка,3,18,21,Монолитный,Нет,0,2,1,1,1,0,0,7000000,105.0,67.0,13.0,2016,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 5", НАО (Новомосковский),5.514243632395538
Вторичка,5,5,6,Кирпичный,Нет,0,2,0,0,0,0,1,11500000,175.0,73.0,35.0,1956,"Москва, САО, р-н Дмитровский, Дмитровское ш., 151К4", САО,3.9717353364803794
Новостройка,1,3,3,Панельный,Нет,1,0,0,0,0,0,1,2300000,35.0,18.0,10.0,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Эко-район Борисоглебское жилой комплекс, 162", ТАО (Троицкий),50.00321721053026
Новостройка,3,2,8,Панельный,Нет,0,1,1,0,0,1,1,5938000,88.9,55.0,10.6,2018,"Москва, НАО (Новомосковский), Десеновское поселение, Андерсен жилой комплекс, ул. Буковая Аллея", НАО (Новомосковский),10.655221340935574
Новостройка,3,4,8,Панельный,Нет,0,1,1,0,0,1,1,5799000,86.3,51.7,10.2,2018,"Москва, НАО (Новомосковский), Десеновское поселение, Андерсен жилой комплекс, ул. Буковая Аллея", НАО (Новомосковский),10.655221340935574
Вторичка,1,4,9,Кирпичный,Нет,0,1,0,1,1,0,0,2800000,42.0,16.0,10.0,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Новостройка,3,3,19,Монолитный,Нет,0,1,1,0,1,1,0,8172380,76.6,44.1,10.9,2018,"Москва, ЗАО, р-н Солнцево, Производственная ул.", ЗАО,7.567191580476513
Вторичка,3,3,4,Монолитный,Дизайнерский,2,0,0,0,0,0,0,9150000,137.0,56.0,30.0,2010,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 27", ТАО (Троицкий),29.83222699347755
Новостройка,2,1,8,Панельный,Нет,0,1,1,0,0,1,0,4475000,67.0,40.8,10.3,2018,"Москва, НАО (Новомосковский), Десеновское поселение, Андерсен жилой комплекс, ул. Буковая Аллея", НАО (Новомосковский),10.655221340935574
Вторичка,3,5,21,Монолитный,Нет,0,0,0,0,1,0,0,7300000,110.0,73.2,15.0,2015,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 7", НАО (Новомосковский),5.548123263551854
Новостройка,2,2,8,Панельный,Нет,0,1,1,0,0,1,1,4651000,68.4,40.8,10.7,2018,"Москва, НАО (Новомосковский), Десеновское поселение, Андерсен жилой комплекс, ул. Буковая Аллея", НАО (Новомосковский),10.655221340935574
Вторичка,4,5,21,Монолитный,Нет,0,2,1,1,1,1,0,7500000,110.0,73.2,15.0,2015,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 7", НАО (Новомосковский),5.548123263551854
Вторичка,4,5,5,Панельный,Косметический,0,1,0,0,1,0,1,4100000,60.5,46.5,5.7,1974,"Москва, ТАО (Троицкий), Первомайское поселение, Ильичевка хутор, 5", ТАО (Троицкий),21.201892488059308
Вторичка,4,18,18,Монолитный,Косметический,0,2,1,1,1,1,0,5400000,79.0,42.0,10.0,2010,"Москва, ТАО (Троицкий), Троицк, ул. Нагорная, 8", ТАО (Троицкий),19.253204838302857
Вторичка,3,4,5,Панельный,Косметический,0,1,0,0,1,0,0,4510000,66.1,40.2,8.5,1989,"Москва, ТАО (Троицкий), Щаповское поселение, Курилово поселок, ул. Лесная, 2", ТАО (Троицкий),21.359249626864692
